NQUEST,Y,YL,YL1,YL2,YT,YTP,YTP1,YTP2,YTA,YTA1,YTA11,YTA12,YTA2,YTA3,YTA31,YTA32,YTA4,YTA5,YM,YC,YCA,YCA1,YCA2,YCF,YCF1,YCF2,YCF3,YCF4,CLY,CLY2
949016,128023.90756,0,0,0,84500,84500,84500,0,0,0,0,0,0,0,0,0,0,0,8000,35523.907558,34400,0,34400,1123.9075579,211.36461941,0,912.54293854,0,10,5
949020,93314.410194,0,0,0,72500,84500,84500,0,-12000,0,0,0,0,-12000,0,12000,0,0,0,20814.410194,20700,0,20700,114.41019393,17.738680088,54.590532352,42.080981491,0,10,5
949034,123194.55666,0,0,0,104000,104000,104000,0,0,0,0,0,0,0,0,0,0,0,0,19194.55666,18000,0,18000,1194.5566603,1194.5566603,0,0,0,10,5
949037,100953.21004,0,0,0,80800,80800,80800,0,0,0,0,0,0,0,0,0,0,0,0,20153.210038,20000,0,20000,153.21003841,26.577447547,0,126.63259087,0,10,5
949045,131068.52014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65000,66068.520139,66000,7000,59000,68.520139459,29.23582011,0,39.284319349,0,10,5
949051,-4729.726759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20000,15270.273241,15200,0,15200,70.27324137,10.820601156,0,59.452640214,0,1,1
949053,61705.532305,0,0,0,50700,50700,50700,0,0,0,0,0,0,0,0,0,0,0,0,11005.532305,10800,0,10800,205.53230469,104.08907037,0,101.44323433,0,9,5
949056,40314.496746,0,0,0,32799,32799,32799,0,0,0,0,0,0,0,0,0,0,0,0,7515.4967458,7200,0,7200,315.49674579,52.879720106,0,262.61702569,0,7,4
949060,271060.1426,227000,227000,0,1500,1500,1500,0,0,0,0,0,0,0,0,0,0,0,0,42560.1426,41400,19000,22400,1160.1426002,17.321880365,0,1142.8207198,0,10,5
949062,179652.16247,24000,24000,0,126000,126000,126000,0,0,0,0,0,0,0,0,0,0,0,0,29652.162467,29400,15000,14400,252.1624671,17.607566854,0,234.55490025,0,10,5
949070,118040.97103,36672,36000,672,23400,23400,23400,0,0,0,0,0,0,0,0,0,0,0,0,57968.971031,56600,4800,51800,1368.9710307,371.86443267,0,997.10659805,0,10,5
949086,104030.44439,17000,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75000,12030.44439,12000,0,12000,30.444390426,30.444390426,0,0,0,10,5
949087,55415.745993,12000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,25415.745993,25200,8400,16800,215.74599298,215.74599298,0,0,0,9,5
949088,83012.846972,11900,11900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,11112.846972,14400,0,14400,-3287.153028,211.80494596,0,0,3498.9579743,10,5
949089,261089.8967,18200,18200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192476,50413.896702,46800,16800,30000,3613.8967021,207.7659311,466.18214003,2939.9486309,0,10,5
949091,79100.011726,8000,8000,0,4000,0,0,0,4000,4000,4000,0,0,0,0,0,0,0,55000,12100.011726,12000,0,12000,100.01172612,100.01172612,0,0,0,10,5
949095,79652.047183,64524,57000,7524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15128.047183,15000,0,15000,128.04718288,16.594267626,0,111.45291526,0,10,5
949099,94892.894521,29900,29900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48000,16992.894521,16800,7200,9600,192.89452138,192.89452138,0,0,0,10,5
949103,87903.719356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75000,12903.719356,18000,0,18000,-5096.280644,17.581010849,0,0,5113.8616547,10,5
949105,40259.289944,36000,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,1759.2899438,1500,0,1500,259.28994381,16.846098029,0,242.44384578,0,7,4
949107,75423.656747,59524,58000,1524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15899.656747,15700,0,15700,199.65674674,12.305380224,53.905351543,133.44601497,0,10,5
949110,62303.811473,20800,20800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,16503.811473,18000,0,18000,-1496.188527,97.183104734,0,0,1593.3716314,9,5
949113,43361.188331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,25361.188331,25200,6000,19200,161.18833105,90.620440563,0,70.567890489,0,8,4
949117,105927.04576,40000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,15927.045757,14400,0,14400,1527.045757,653.2532653,0,873.79249173,0,10,5
949119,181043.12112,91000,91000,0,65000,65000,65000,0,0,0,0,0,0,0,0,0,0,0,0,25043.121122,26400,8400,18000,-1356.878878,195.94288417,0,485.54554973,2038.3673122,10,5
949131,193271.37143,0,0,0,26000,26000,26000,0,0,0,0,0,0,0,0,0,0,0,144000,23271.371432,22800,0,22800,471.37143152,341.53484447,0,129.83658705,0,10,5
949132,56909.587936,51000,51000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,4709.5879361,9600,0,9600,-4890.412064,30.048440386,0,491.26116261,5411.7216669,9,5
949136,30948.327812,0,0,0,26000,26000,26000,0,0,0,0,0,0,0,0,0,0,0,0,4948.3278125,4800,0,4800,148.32781248,54.629568131,0,93.698244346,0,6,3
949142,28188.575398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,8188.5753979,13200,0,13200,-5011.424602,11.284711477,0,0,5022.7093136,6,3
949151,100768.87926,78000,78000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22768.879264,22500,9800,12700,268.879264,17.737421334,0,251.14184267,0,10,5
949157,255505.98314,33800,33800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,21705.983143,20902.621328,0,20902.621328,803.36181459,674.60201279,0,128.7598018,0,10,5
949166,99731.150673,0,0,0,-48000,0,0,0,-48000,0,0,0,0,-48000,0,48000,0,0,96000,51731.150673,52034.651865,23000,29034.651865,-303.5011921,23.73992691,0,1323.5493098,1650.7904289,10,5
949183,76147.269094,37762,37000,762,5000,0,0,0,5000,5000,0,5000,0,0,0,0,0,0,0,33385.269094,37500,15500,22000,-4114.730906,12.245166278,0,0,4126.9760722,10,5
949184,10402.615243,0,0,0,10400,10400,10400,0,0,0,0,0,0,0,0,0,0,0,0,2.6152433468,0,0,0,2.6152433468,2.6152433468,0,0,0,1,1
949185,55126.774393,35300,35300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19826.774393,22000,10000,12000,-2173.225607,69.696171841,0,0,2242.9217784,9,5
949186,27369.796215,17300,17300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,69.796214695,0,0,0,69.796214695,69.796214695,0,0,0,5,3
949203,24508.125379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17500,7008.1253793,7800,0,7800,-791.8746207,15.57721948,0,0,807.45184022,5,3
949204,34622.82838,0,0,0,-3000,0,0,0,-3000,0,0,0,0,-3000,0,3000,0,0,28000,9622.8283801,9600,0,9600,22.828380073,22.828380073,0,0,0,7,4
949219,24006.115937,0,0,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,0,0,8406.1159366,8400,0,8400,6.1159366492,6.1159366492,0,0,0,5,3
949220,58885.985146,0,0,0,45500,45500,45500,0,0,0,0,0,0,0,0,0,0,0,0,13385.985146,13100,0,13100,285.98514645,24.331895156,0,261.65325129,0,9,5
949221,79211.739008,24000,24000,0,10800,0,0,0,10800,0,0,0,0,10800,10800,0,0,0,36000,8411.7390081,8400,0,8400,11.739008056,11.739008056,0,0,0,10,5
949223,129335.60086,9000,9000,0,90000,90000,90000,0,0,0,0,0,0,0,0,0,0,0,0,30335.600857,28600,0,28600,1735.6008566,35.642408129,0,1699.9584484,0,10,5
949227,192529.24923,73962,73200,762,62401,62401,62401,0,0,0,0,0,0,0,0,0,0,0,0,56166.249232,55000,0,55000,1166.2492317,182.91249423,0,983.33673749,0,10,5
949232,33044.070814,0,0,0,23400,23400,23400,0,0,0,0,0,0,0,0,0,0,0,0,9644.0708137,9600,0,9600,44.070813671,44.070813671,0,0,0,6,3
949244,53778.517305,24162,23400,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,9616.5173045,9600,0,9600,16.517304512,16.517304512,0,0,0,9,5
949245,162722.31924,27000,27000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,15722.319238,15200,0,15200,522.3192383,34.152604852,0,488.16663345,0,10,5
949246,44348.97154,0,0,0,26500,24700,24700,0,1800,1800,0,1800,0,0,0,0,0,0,3200,14648.97154,14600,3600,11000,48.971540433,48.971540433,0,0,0,8,4
949255,28530.043119,0,0,0,23400,23400,23400,0,0,0,0,0,0,0,0,0,0,0,0,5130.0431192,4800,0,4800,330.04311916,33.617305283,0,296.42581387,0,6,3
949256,52231.481803,43000,43000,0,600,0,0,0,600,600,600,0,0,0,0,0,0,0,0,8631.4818028,8400,0,8400,231.48180276,200.37122049,0,31.110582274,0,9,5
949264,100183.68805,32000,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,50183.688052,50200,29600,20600,-16.31194811,17.373587804,0,935.25667234,968.94220826,10,5
949269,74601.481081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,14601.481081,14400,0,14400,201.48108059,201.48108059,0,0,0,10,5
949270,45378.932388,36000,36000,0,600,0,0,0,600,0,0,0,0,0,0,0,600,0,3000,5778.9323881,6300,0,6300,-521.0676119,17.233614917,0,0,538.30122681,8,4
949272,40739.992246,26000,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14739.992246,15200,0,15200,-460.007754,35.229374623,0,0,495.23712867,7,4
949277,35444.334251,29420,29000,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6024.3342506,6000,0,6000,24.334250614,24.334250614,0,0,0,7,4
949280,82796.646982,39270,38000,1270,36010,36010,36010,0,0,0,0,0,0,0,0,0,0,0,0,7516.6469817,9600,0,9600,-2083.353018,65.536317989,0,48.671592048,2197.5609283,10,5
949287,37884.238188,0,0,0,600,0,0,0,600,0,0,0,0,0,0,0,600,0,30000,7284.2381876,7200,0,7200,84.238187598,84.238187598,0,0,0,7,4
949291,18404.792232,1600,1600,0,9000,0,0,0,9000,1800,0,1800,0,7200,7200,0,0,0,0,7804.7922321,7800,0,7800,4.7922321101,4.7922321101,0,0,0,3,2
949292,31267.761977,28400,26400,2000,-5400,0,0,0,-5400,0,0,0,0,-5400,0,5400,0,0,0,8267.7619767,8400,0,8400,-132.2380233,2.3372834245,0,0,134.5753067,6,3
949296,35205.461129,22904,22400,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12301.461129,12000,12000,0,301.46112915,101.53894707,0,199.92218208,0,7,4
949304,38315.494351,0,0,0,29900,29900,29900,0,0,0,0,0,0,0,0,0,0,0,0,8415.4943514,8400,0,8400,15.494351361,15.494351361,0,0,0,7,4
949307,32525.355039,0,0,0,32500,32500,32500,0,0,0,0,0,0,0,0,0,0,0,0,25.355039465,0,0,0,25.355039465,4.7699893567,0,20.585050108,0,6,3
949311,125560.17875,65000,65000,0,1400,0,0,0,1400,0,0,0,0,0,0,0,1400,0,26000,33160.178753,31615.747987,9600,22015.747987,1544.4307667,61.977405444,0,1482.4533613,0,10,5
949318,112404.64831,104000,104000,0,-6000,0,0,0,-6000,0,0,0,0,-6000,0,6000,0,0,0,14404.648305,14400,0,14400,4.6483054083,4.6483054083,0,0,0,10,5
949323,90443.950506,79100,77400,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11343.950506,12050,0,12050,-706.0494944,61.977405444,0,39.424940383,807.45184022,10,5
949331,48264.912328,41000,41000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7264.9123276,9600,0,9600,-2335.087672,15.494351361,0,0,2350.5820237,8,4
949332,325,4000,4000,0,1200,0,0,0,1200,0,0,0,0,0,0,0,1200,0,-5000,125,125,0,125,0,0,0,0,0,1,1
949338,19655.410204,0,0,0,14250,13650,13650,0,600,600,0,600,0,0,0,0,0,0,0,5405.410204,5300,0,5300,105.41020399,105.41020399,0,0,0,3,2
949348,35009.550384,23700,23700,0,4500,0,0,0,4500,4500,4500,0,0,0,0,0,0,0,0,6809.5503841,8400,0,8400,-1590.449616,17.276714831,0,0,1607.7263307,7,4
949358,28205.681316,0,0,0,18960,18960,18960,0,0,0,0,0,0,0,0,0,0,0,0,9245.681316,9200,0,9200,45.681316022,23.456054595,22.225261427,0,0,6,3
949363,44215.266743,0,0,0,2400,0,0,0,2400,0,0,0,2400,0,0,0,0,0,34600,7215.2667431,7200,0,7200,15.266743066,15.266743066,0,0,0,8,4
949369,149816.00015,33262,32500,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108000,8554.0001509,9500,0,9500,-945.9998491,22.942359141,0,0,968.94220826,10,5
949371,66698.111283,50750,50000,750,1000,0,0,0,1000,0,0,0,0,0,0,0,1000,0,0,14948.111283,15800,5000,10800,-851.8887174,38.49803912,0,6.7819548311,897.16871135,9,5
949372,64152.797589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56600,7552.7975891,9000,0,9000,-1447.202411,34.920300279,0,0,1482.1227112,9,5
949410,25236.768368,0,0,0,13000,13000,13000,0,0,0,0,0,0,0,0,0,0,0,0,12236.768368,12150,0,12150,86.768367622,86.768367622,0,0,0,5,3
949414,85935.151682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,80935.151682,80700,72000,8700,235.15168157,15.494351361,0,1655.1272684,1435.4699382,10,5
949421,9652.6340397,0,0,0,9650,8450,8450,0,1200,0,0,0,0,0,0,0,1200,0,0,2.6340397314,0,0,0,2.6340397314,2.6340397314,0,0,0,1,1
949425,92199.163849,35000,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,17199.163849,17100,0,17100,99.163848711,99.163848711,0,0,0,10,5
949426,100133.21792,18000,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70000,12133.217923,12000,0,12000,133.21792293,46.483054083,0,86.734868842,0,10,5
949442,24100,0,0,0,16900,16900,16900,0,0,0,0,0,0,0,0,0,0,0,0,7200,7200,0,7200,0,0,0,0,0,5,3
949448,25809.263524,0,0,0,10660,10660,10660,0,0,0,0,0,0,0,0,0,0,0,0,15149.263524,15000,9000,6000,149.26352387,30.988702722,0,118.27482115,0,5,3
949461,42892.966108,0,0,0,35100,35100,35100,0,0,0,0,0,0,0,0,0,0,0,0,7792.9661082,7700,0,7700,92.966108166,92.966108166,0,0,0,8,4
949463,19540.285314,0,0,0,12500,12500,12500,0,0,0,0,0,0,0,0,0,0,0,1000,6040.2853135,6000,0,6000,40.285313539,40.285313539,0,0,0,3,2
949465,42226.340397,33000,33000,0,-300,0,0,0,-300,0,0,0,0,-300,0,300,0,0,0,9526.3403973,9500,0,9500,26.340397314,26.340397314,0,0,0,8,4
949474,209730.80876,18000,18000,0,20670,20670,20670,0,0,0,0,0,0,0,0,0,0,0,150000,21060.80876,13000,0,13000,8060.8087596,386.49726073,599.81922165,7074.4922773,0,10,5
949475,83818.690813,0,0,0,49790,49790,49790,0,0,0,0,0,0,0,0,0,0,0,0,34028.690813,34000,0,34000,28.690813172,28.690813172,0,0,0,10,5
949480,157080.91653,30000,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,7080.9165316,4800,0,4800,2280.9165316,349.12089365,0,1931.7956379,0,10,5
949483,452883.21397,150000,150000,0,23192,23192,23192,0,0,0,0,0,0,0,0,0,0,0,250000,29691.213967,25600,0,25600,4091.2139672,357.334132,0,3733.8798352,0,10,5
949486,134828.00594,28000,28000,0,60710,60710,60710,0,0,0,0,0,0,0,0,0,0,0,0,46118.005936,35000,4800,30200,11118.005936,164.08769755,0,10953.918238,0,10,5
949491,42584.579945,0,0,0,35750,35750,35750,0,0,0,0,0,0,0,0,0,0,0,0,6834.5799455,7200,0,7200,-365.4200545,11.390804256,0,0,376.81085877,8,4
949493,48683.669497,23400,23400,0,19200,23400,23400,0,-4200,0,0,0,0,-4200,0,4200,0,0,0,6083.6694973,6000,0,6000,83.66949735,83.66949735,0,0,0,8,4
949495,410270.83595,25000,25000,0,24050,24050,24050,0,0,0,0,0,0,0,0,0,0,0,220000,141220.83595,109000,34000,75000,32220.835952,305.88729783,473.4323602,31441.516294,0,10,5
949508,84568.699981,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,14568.699981,14400,0,14400,168.69998093,168.69998093,0,0,0,10,5
949510,42274.510052,5800,5800,0,1200,0,0,0,1200,0,0,0,0,0,0,0,1200,0,28000,7274.5100516,7200,0,7200,74.510051561,45.788527937,28.721523624,0,0,8,4
949511,120637.11512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110000,10637.115121,9600,0,9600,1037.1151214,363.54146294,0,673.57365846,0,10,5
949517,114178.39754,0,0,0,70200,70200,70200,0,0,0,0,0,0,0,0,0,0,0,18000,25978.39754,21600,0,21600,4378.3975402,198.21935348,0,4180.1781868,0,10,5
949518,34632.219737,0,0,0,26400,26400,26400,0,0,0,0,0,0,0,0,0,0,0,0,8232.2197374,8100,0,8100,132.21973737,13.944916225,0,118.27482115,0,7,4
949521,31759.489735,9000,9000,0,13800,19800,19800,0,-6000,0,0,0,0,-6000,0,6000,0,0,0,8959.4897351,8640,0,8640,319.4897351,93.945056388,0,225.54467872,0,6,3
949526,26215.494351,0,0,0,20800,20800,20800,0,0,0,0,0,0,0,0,0,0,0,0,5415.4943514,5400,0,5400,15.494351361,15.494351361,0,0,0,5,3
949529,29066.93775,24000,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5066.9377495,7200,0,7200,-2133.06225,20.142656769,0,0,2153.2049072,6,3
949534,100994.99399,25000,25000,0,60000,60000,60000,0,0,0,0,0,0,0,0,0,0,0,0,15994.993993,14400,0,14400,1594.9939931,709.50399794,0,885.48999517,0,10,5
949537,120411.43548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,411.43547556,0,0,0,411.43547556,78.862380435,0,332.57309513,0,10,5
949543,86428.972787,77600,77600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8828.9727865,8800,0,8800,28.972786528,28.972786528,0,0,0,10,5
949547,56774.959056,12600,12600,0,23364,23364,23364,0,0,0,0,0,0,0,0,0,0,0,0,20810.959056,19400,0,19400,1410.9590559,358.7353631,338.01690993,714.20678283,0,9,5
949549,38059.118519,0,0,0,23376,23376,23376,0,0,0,0,0,0,0,0,0,0,0,0,14683.118519,14600,0,14600,83.118518864,83.118518864,0,0,0,7,4
949550,45979.187964,32600,32600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13379.187964,13200,0,13200,179.18796393,179.18796393,0,0,0,8,4
949551,24967.747176,15000,15000,0,9960,8760,8760,0,1200,1200,0,1200,0,0,0,0,0,0,0,7.7471756805,0,0,0,7.7471756805,7.7471756805,0,0,0,5,3
949558,192771.27402,0,0,0,11700,11700,11700,0,0,0,0,0,0,0,0,0,0,0,25000,156071.27402,156000,0,156000,71.274016261,71.274016261,0,0,0,10,5
949568,63676.034108,0,0,0,2500,0,0,0,2500,0,0,0,0,0,0,0,2500,0,55000,6176.0341078,6000,0,6000,176.03410776,77.471756805,0,98.562350957,0,9,5
949584,371765.80927,0,0,0,3500,0,0,0,3500,0,0,0,0,0,0,0,3500,0,350000,18265.809273,12000,0,12000,6265.809273,154.94351361,0,6110.8657593,0,10,5
949587,63244.562254,0,0,0,24700,24700,24700,0,0,0,0,0,0,0,0,0,0,0,25000,13544.562254,9250,0,9250,4294.5622538,154.94351361,0,4139.6187402,0,9,5
949590,436061.97741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400000,36061.977405,36000,0,36000,61.977405444,61.977405444,0,0,0,10,5
949595,98932.411051,0,0,0,89570,89570,89570,0,0,0,0,0,0,0,0,0,0,0,0,9362.4110513,7950,1950,6000,1412.4110513,32.538137858,0,1379.8729134,0,10,5
949599,82246.127963,0,0,0,7500,0,0,0,7500,0,0,0,0,0,0,0,7500,0,50000,24746.127963,23400,0,23400,1346.1279628,123.95481089,0,1222.1731519,0,10,5
949649,45703.049838,38000,38000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7703.0498378,7200,0,7200,503.04983779,36.876556239,466.17328155,0,0,8,4
949653,19501.549435,12000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,1.5494351361,0,0,0,1.5494351361,1.5494351361,0,0,0,3,2
949667,60473.954811,0,0,0,10350,9750,9750,0,600,0,0,0,0,0,0,0,600,0,50000,123.95481089,0,0,0,123.95481089,123.95481089,0,0,0,9,5
949671,50554.943514,45000,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5554.9435136,5400,0,5400,154.94351361,154.94351361,0,0,0,8,4
949674,33804.648305,33800,33800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6483054083,0,0,0,4.6483054083,4.6483054083,0,0,0,6,3
949682,85815.034481,0,0,0,-8160,3840,3840,0,-12000,0,0,0,0,-12000,0,12000,0,0,79000,14975.034481,15000,5400,9600,-24.96551912,55.7796649,0,0,80.745184022,10,5
949685,59175.438236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48000,11175.438236,10800,0,10800,375.43823577,375.43823577,0,0,0,9,5
949711,143667.19292,55200,54300,900,750,0,0,0,750,150,0,150,0,0,0,0,600,0,65000,22717.192917,22168,2248,19920,549.19291744,154.94351361,0,394.24940383,0,10,5
949717,109239.13703,0,0,0,24000,36000,36000,0,-12000,0,0,0,0,-12000,0,12000,0,0,72000,13239.137035,12000,0,12000,1239.1370347,1022.6271898,0,216.50984488,0,10,5
949718,397012.11704,21617.467249,21617.47,0,782.53275109,0,0,0,782.53275109,782.53275109,782.53275109,0,0,0,0,0,0,0,340000,34612.117042,37100,2300,34800,-2487.882958,185.93221633,0,197.12470191,2870.9398763,10,5
949719,181337.97431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,81337.974313,83500,2500,81000,-2162.025687,154.94351361,0,374.53693364,2691.5061341,10,5
949720,124566.7598,0,0,0,37900,37700,37700,0,200,0,0,0,0,0,0,0,200,0,50480,36186.759803,24200,0,24200,11986.759803,3098.8733711,2913.3698399,5974.5165919,0,10,5
949733,515292.74368,0,0,0,52900,50400,50400,0,2500,2500,0,2500,0,0,0,0,0,0,125000,337392.74368,330000,198000,132000,7392.7436849,315.98471784,0,7076.7589671,0,10,5
949754,27428.902048,0,0,0,16120,16120,16120,0,0,0,0,0,0,0,0,0,0,0,0,11308.902048,12200,0,12200,-891.0979519,6.0707594862,0,0,897.16871135,5,3
949756,24846.494351,12000,12000,0,12831,9831,9831,0,3000,3000,0,3000,0,0,0,0,0,0,0,15.494351361,0,0,0,15.494351361,15.494351361,0,0,0,5,3
949765,60448.585493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52000,8448.5854934,8400,0,8400,48.585493439,48.585493439,0,0,0,9,5
949781,27788.390818,18000,18000,0,800,0,0,0,800,800,800,0,0,0,0,0,0,0,0,8988.3908178,9600,0,9600,-611.6091822,15.494351361,0,0.9145643878,628.01809795,5,3
949857,22125.218932,0,0,0,16640,16640,16640,0,0,0,0,0,0,0,0,0,0,0,0,5485.2189325,5400,0,5400,85.218932486,85.218932486,0,0,0,4,2
949858,31633.09887,0,0,0,27430,27430,27430,0,0,0,0,0,0,0,0,0,0,0,0,4203.0988703,4200,0,4200,3.0988702722,3.0988702722,0,0,0,6,3
949859,21434.790962,0,0,0,17810,17810,17810,0,0,0,0,0,0,0,0,0,0,0,0,3624.7909622,3600,0,3600,24.790962178,24.790962178,0,0,0,4,2
949860,17911.717455,0,0,0,7910,13910,13910,0,-6000,0,0,0,0,-6000,0,6000,0,0,0,10001.717455,10000,5200,4800,1.7174552853,1.7174552853,0,0,0,3,2
949862,46812.395481,0,0,0,24600,23400,23400,0,1200,0,0,0,0,0,0,0,1200,0,15000,7212.3954811,7200,0,7200,12.395481089,12.395481089,0,0,0,8,4
949879,20731.762454,0,0,0,13520,13520,13520,0,0,0,0,0,0,0,0,0,0,0,0,7211.7624539,7200,0,7200,11.762453878,11.762453878,0,0,0,4,2
949880,38777.487204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38777.487204,38200,29800,8400,577.48720421,364.6489021,129.1192654,83.719036698,0,7,4
949882,23715.144456,0,0,0,1500,0,0,0,1500,0,0,0,0,0,0,0,1500,0,15000,7215.1444561,7200,0,7200,15.144456131,15.144456131,0,0,0,4,2
949887,39123.954811,25800,25800,0,-1200,4800,4800,0,-6000,0,0,0,0,-6000,0,6000,0,0,0,14523.954811,14400,6000,8400,123.95481089,123.95481089,0,0,0,7,4
949888,63776.581066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55000,8776.5810662,7200,0,7200,1576.5810662,170.43786497,93.234656311,1312.9085449,0,9,5
949890,61370.581833,16000,16000,0,35100,35100,35100,0,0,0,0,0,0,0,0,0,0,0,0,10270.581833,9000,0,9000,1270.5818327,537.84688513,0,732.73494759,0,9,5
949908,126835.3305,0,0,0,68250,68250,68250,0,0,0,0,0,0,0,0,0,0,0,50000,8585.3304951,8000,0,8000,585.33049508,352.78223868,0,232.5482564,0,10,5
949919,50047.394241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28000,22047.394241,21600,0,21600,447.39424083,158.36031399,0,289.03392683,0,8,4
949920,597613.48483,500000,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48000,49613.48483,46000,6000,40000,3613.4848302,1202.9167258,45.289984997,2365.2781194,0,10,5
949924,498438.92516,25000,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445000,28438.925158,26000,14000,12000,2438.9251581,2438.9251581,0,0,0,10,5
949928,300220.40671,138000,138000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140000,22220.406713,21400,0,21400,820.40671281,329.99233883,0,490.41437398,0,10,5
949947,96151.96446,40000,38000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32000,24151.96446,24000,0,24000,151.9644599,151.9644599,0,0,0,10,5
949952,22115.494351,0,0,0,22100,22100,22100,0,0,0,0,0,0,0,0,0,0,0,0,15.494351361,0,0,0,15.494351361,15.494351361,0,0,0,4,2
949955,15750.476756,0,0,0,9724,9724,9724,0,0,0,0,0,0,0,0,0,0,0,0,6026.4767557,6000,0,6000,26.476755714,26.476755714,0,0,0,2,1
949960,60935.934412,0,0,0,48100,48100,48100,0,0,0,0,0,0,0,0,0,0,0,0,12835.934412,14400,0,14400,-1564.065588,43.36247675,7.4756153699,0,1614.9036804,9,5
949962,31598.422468,0,0,0,17160,17160,17160,0,0,0,0,0,0,0,0,0,0,0,0,14438.422468,14400,0,14400,38.422468422,38.422468422,0,0,0,6,3
949973,141847.64495,105000,105000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36847.644953,41200,9200,32000,-4352.355047,1250.7427773,0,4768.1724793,10371.270303,10,5
949978,108369.83881,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70000,18369.838813,13700,0,13700,4669.8388129,1270.8794913,0,3398.9593216,0,10,5
949982,20702.479096,20000,20000,0,700,0,0,0,700,700,0,700,0,0,0,0,0,0,0,2.4790962178,0,0,0,2.4790962178,2.4790962178,0,0,0,4,2
949988,48818.733778,0,0,0,30940,30940,30940,0,0,0,0,0,0,0,0,0,0,0,0,17878.733778,17100,5500,11600,778.73377825,686.08544181,0,92.648336445,0,8,4
